time,voltage,velocity_sonic
0.0,3.051068837443,20.520207267241
0.05,3.051355014406,20.567105606331
0.1,3.049873429952,20.599503020097
0.15,3.043136745332,20.364595231579
0.2,3.032927382611,20.012570378502
0.25,3.029824415445,19.808113236969
0.3,3.030008773926,19.872316110144
0.35,3.025030736451,19.743074863381
0.4,3.026465790704,19.686513541515
0.45,3.022823825297,19.701655404637
0.5,3.026473423797,19.737367661589
0.55,3.025873962887,19.704002302717
0.6,3.022262684598,19.65280022714
0.65,3.026858725621,19.779474301223
0.7,3.021115867588,19.717006510845
0.75,3.022718812646,19.693141255257
0.8,3.026322583479,19.701952203763
0.85,3.017732910825,19.455453712087
0.9,3.019892370855,19.579359032052
0.95,3.019625632089,19.571672637323
1.0,3.019825350119,19.474394376444
1.05,3.014647818529,19.294588217987
1.1,3.013036384128,19.358799567645
1.15,3.014930501974,19.367478878385
1.2,3.019082733285,19.506244733847
1.25,3.023464765077,19.537723266224
1.3,3.02010614954,19.611622653779
1.35,3.027518077239,19.828377032267
1.4,3.020202102745,19.679528908916
1.45,3.02767281735,19.804980108446
1.5,3.023102126765,19.622201765128
1.55,3.017836254318,19.549535300287
1.6,3.023758894674,19.66044279767
1.65,3.024052656867,19.638250722564
1.7,3.03234239371,19.947730527408
1.75,3.034469758899,19.954130542869
1.8,3.027469360504,19.820694806625
1.85,3.028734444074,19.895577466847
1.9,3.029457109584,19.917804923658
1.95,3.036662161003,20.14319216575
2.0,3.03865690306,20.208934740733
2.05,3.037257334028,20.158389089459
2.1,3.036838939166,20.108299465705
2.15,3.030008231481,19.957813687648
2.2,3.03251841962,19.985449397992
2.25,3.031621387974,19.899912799994
2.3,3.02533966377,19.812279247757
2.35,3.030011841895,19.9617681328
2.4,3.036324370147,20.12524812488
2.45,3.039113998985,20.239429662561
2.5,3.035617861779,20.058876612536
2.55,3.036084656126,20.108565715069
2.6,3.041315797726,20.293831678307
2.65,3.045920156913,20.378800085423
2.7,3.048121704531,20.52178962306
2.75,3.042947587837,20.407780638285
2.8,3.050777620314,20.544801211191
2.85,3.049321154721,20.601267855147
2.9,3.04557938913,20.421700986469
2.95,3.049672249669,20.491453804755
3.0,3.043556133,20.344876006805
3.05,3.041038365969,20.221118474101
3.1,3.043072940368,20.263539738206
3.15,3.043528724777,20.371641173346
3.2,3.050171754317,20.645643303041
3.25,3.056227175161,20.780137121663
3.3,3.057958978019,20.847841284595
3.35,3.056767017834,20.734265690689
3.4,3.041723366437,20.365971070974
3.45,3.045135724064,20.475281899068
3.5,3.05269708875,20.655736906918
3.55,3.049418069072,20.591388326934
3.6,3.043767101529,20.455190585836
3.65,3.036694818495,20.182097570322
3.7,3.041630764795,20.218149602139
3.75,3.039017812208,20.362219485817
3.8,3.049185869705,20.556867691933
3.85,3.047225529845,20.43193493698
3.9,3.048710509848,20.576681904478
3.95,3.043242019252,20.385769127371
4.0,3.047283661817,20.476762873701
4.05,3.049691504527,20.61786628161
4.1,3.048371981271,20.536291746602
4.15,3.042880427732,20.383444762464
4.2,3.045786115239,20.478492398224
4.25,3.050387589922,20.533556185598
4.3,3.054286235973,20.769005269113
4.35,3.057618616399,20.843974395053
4.4,3.053264040947,20.680180673867
4.45,3.049829414102,20.611631741861
4.5,3.056100860681,20.696442916436
4.55,3.053980524398,20.760540644104
4.6,3.049600246512,20.550721975474
4.65,3.048342871725,20.505126535607
4.7,3.051212153983,20.709484408994
4.75,3.052289189298,20.636271191121
4.8,3.054255348291,20.780477285432
4.85,3.060321599645,20.971211978309
4.9,3.056153450828,20.89849122437
4.95,3.061679898891,20.847319846387
5.0,3.056912743809,20.915174185332
5.05,3.059924838317,20.878693139548
5.1,3.05830699282,20.926096808646
5.15,3.062364323941,20.879124447429
5.2,3.054762322809,20.933979299738
5.25,3.060886848846,20.983151644092
5.3,3.061845245597,21.030631110609
5.35,3.059996299397,20.911942631454
5.4,3.061927569739,21.022668932447
5.45,3.059663580266,20.964136422596
5.5,3.058415606649,21.006311323192
5.55,3.058976542752,20.807045713216
5.6,3.056143205674,20.745681768249
5.65,3.057997995388,20.804609553182
5.7,3.054716484793,20.776650746321
5.75,3.053596402132,20.774608652968
5.8,3.054700211947,20.768066341517
5.85,3.056839780965,20.850836765601
5.9,3.061414216125,20.931842751496
5.95,3.060603571156,21.063224916065
6.0,3.060838555052,21.046924192286
6.05,3.06239175246,20.953218406177
6.1,3.062302960988,20.93789951617
6.15,3.06312587798,21.132777751046
6.2,3.067898661311,21.274149675046
6.25,3.065991914777,21.159191481175
6.3,3.057437359881,20.858535504378
6.35,3.048637851552,20.544647430165
6.4,3.050493731958,20.72255600369
6.45,3.055206421158,20.787711347263
6.5,3.05570895483,20.715724462015
6.55,3.050784017534,20.57986094732
6.6,3.050412911184,20.608788929406
6.65,3.053193611167,20.722684256634
6.7,3.058959516556,20.974698400707
6.75,3.059332276721,20.926124484525
6.8,3.052440047622,20.755667841357
6.85,3.050810393188,20.643134807586
6.9,3.04805187487,20.566150091975
6.95,3.049962078727,20.583495029772
7.0,3.053919937506,20.683885949307
7.05,3.050682759614,20.601977192578
7.1,3.051797193781,20.654344586208
7.15,3.047377569839,20.5885069662
7.2,3.054688527207,20.697585202372
7.25,3.054282454793,20.80267030052
7.3,3.049762654034,20.556038276742
7.35,3.052329988556,20.663038929224
7.4,3.05113480789,20.551997535604
7.45,3.045286037276,20.469846525192
7.5,3.0382703744,20.300263105031
7.55,3.049974510441,20.529556263755
7.6,3.044463604971,20.431759502172
7.65,3.047947844988,20.51354707367
7.7,3.043384301862,20.396517760877
7.75,3.050013479384,20.500573306231
